alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,device_condition,first_crash_type,latitude,lighting_condition,longitude,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,private_property_i,hit_and_run_i,intersection_related_i,crash_date_est_i,work_zone_i,workers_present_i,veh_count,ppl_count,veh_area_01_i_list_json,veh_area_02_i_list_json,veh_area_12_i_list_json,veh_crash_date_list_json,veh_crash_unit_id_list_json,veh_first_contact_point_list_json,veh_lic_plate_state_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_occupant_cnt_list_json,veh_travel_direction_list_json,veh_unit_no_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_id_list_json,veh_vehicle_type_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,veh_area_03_i_list_json,veh_area_04_i_list_json,veh_area_11_i_list_json,veh_towed_by_list_json,veh_towed_i_list_json,veh_area_07_i_list_json,veh_area_99_i_list_json,veh_area_09_i_list_json,veh_area_10_i_list_json,veh_cmrc_veh_i_list_json,veh_num_passengers_list_json,veh_area_08_i_list_json,veh_area_00_i_list_json,veh_area_05_i_list_json,veh_area_06_i_list_json,veh_towed_to_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_bac_result_list_json,ppl_city_list_json,ppl_crash_date_list_json,ppl_driver_action_list_json,ppl_driver_vision_list_json,ppl_drivers_license_class_list_json,ppl_drivers_license_state_list_json,ppl_ejection_list_json,ppl_hospital_list_json,ppl_person_id_list_json,ppl_person_type_list_json,ppl_physical_condition_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_state_list_json,ppl_vehicle_id_list_json,ppl_zipcode_list_json,ppl_ems_agency_list_json,ppl_seat_no_list_json,ppl_pedpedal_action_list_json,ppl_pedpedal_location_list_json,ppl_pedpedal_visibility_list_json,ppl_ems_run_no_list_json,year,month,hour,day,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,ppl_age_mean,ppl_age_min,ppl_age_max,prim_contributory_cause_group,ksi_flag
STRAIGHT AND LEVEL,2533,2025-10-03 14:31:00,6,14,10,2677F80C3F74550D416BCE3CB8BD5307358B4705848531B1D49222F86809C822074DCA4CB39119E228232FFFFCF692C525647184CEFFD29AD8CB32708CADE003,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,ANGLE,41.9139518938,UNKNOWN,-87.7458444306,2,30,UNABLE TO DETERMINE,UNKNOWN,UNKNOWN,NOT APPLICABLE,N,1821,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,4,"[""Y""]","[""Y""]",[],"[""2025-10-03T14:31:00.000""]","[""2163646"", ""2163647""]","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""IL""]","[""CHEVROLET"", ""TOYOTA""]","[""OTHER"", ""STRAIGHT AHEAD""]","[""MALIBU"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""1"", ""3""]","[""N"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2062504"", ""2062506""]","[""PASSENGER""]","[""PERSONAL""]","[""2021"", ""2024""]","[""Y""]",[],"[""Y""]","[""UNKNOWN""]","[""Y""]",[],[],[],"[""Y""]",[],"[""2""]",[],[],[],[],"[""UNKNOWN""]","['15', '34', '41', '53']","[""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:31:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2163646"", ""O2163647"", ""P477473"", ""P477474""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2062504"", ""2062506""]","[""60639"", ""60641"", ""60647""]",[],"[""3"", ""6""]",[],[],[],[],2025,10,14,3,False,afternoon,41.91,-87.75,41.91_-87.75,35.75,15,53,OTHER,0
STRAIGHT AND LEVEL,913,2025-10-03 14:30:00,6,14,10,2897036058D5F29CE0F4ADBC46AF788CE79A6987006E9DA0FD2C0752DB1850D9F17BE1C0B7E8EA776E4ACE3753E8B97D39F524759978515684FFF80EA466A62B,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.8338809405,DAYLIGHT,-87.6524019179,2,30,UNABLE TO DETERMINE,UNKNOWN,UNKNOWN,NOT APPLICABLE,S,3312,NO CONTROLS,ONE-WAY,CLEAR,0.0,1.0,0.0,1.0,0.0,1.0,2,0,[],[],[],"[""2025-10-03T14:30:00.000""]","[""2167234"", ""2167235""]","[""SIDE-LEFT"", ""UNKNOWN""]","[""IL""]","[""FREIGHTLINER CORPORATION"", ""HONDA""]","[""PARKED"", ""UNKNOWN/NA""]","[""CIVIC"", ""FREIGHTLINER CORP.""]","[""0"", ""1""]","[""S"", ""UNKNOWN""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""2065898"", ""2065899""]","[""BUS OVER 15 PASS."", ""PASSENGER""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2013"", ""2020""]",[],[],"[""N"", ""Y""]",[],[],[],"[""Y""]","[""N"", ""Y""]","[""N"", ""Y""]",[],[],[],[],"[""N""]",[],[],[],"[""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]",[],"[""2025-10-03T14:30:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]",[],[],"[""UNKNOWN""]",[],"[""O2167234""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""X""]",[],"[""2065898""]",[],[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.83,-87.65,41.83_-87.65,0.0,0,0,OTHER,0
STRAIGHT AND LEVEL,1233,2025-10-03 14:30:00,6,14,10,47577F8B193B73F62321710A253C92CACC497EF662BFCC0F5F38990A4A62919ACE718A93C7E802EE3275E87F3031B55AEC3334CD0A2A17EBABC5D8E89B8891CE,NO INJURY / DRIVE AWAY,"OVER $1,500",OTHER,ANGLE,41.8614178574,DAYLIGHT,-87.6663882562,2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,1500,STOP SIGN/FLASHER,UNKNOWN INTERSECTION TYPE,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,2,"[""Y""]","[""Y""]","[""Y""]","[""2025-10-03T14:30:00.000""]","[""2162853"", ""2162854""]","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""IL""]","[""TOYOTA""]","[""STRAIGHT AHEAD""]","[""COROLLA"", ""SIENNA""]","[""1""]","[""S"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2061763"", ""2061767""]","[""PASSENGER"", ""VAN/MINI-VAN""]","[""PERSONAL""]","[""2010"", ""2016""]",[],[],"[""Y""]",[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],[],"['53', '55']","[""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""ISLAND LAKE""]","[""2025-10-03T14:30:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2162853"", ""O2162854""]","[""DRIVER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2061763"", ""2061767""]","[""60042"", ""60608""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.86,-87.67,41.86_-87.67,54.0,53,55,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,815,2025-10-03 14:27:00,6,14,10,FFF2DA882209BC8B5975DA21A7375273E1B173A93723B675B62E9AFDB88FAEF19ED207727CD30A8EF5157DEDAEDBC12C7079FBFB1362A3DFBD5F2EBDC1DBAF4A,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,SIDESWIPE OPPOSITE DIRECTION,41.798505044,DAYLIGHT,-87.7234587371,3,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,DRY,NOT APPLICABLE,S,5200,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,3,"[""Y""]",[],"[""Y""]","[""2025-10-03T14:27:00.000""]","[""2163002"", ""2163003"", ""2163004""]","[""FRONT"", ""FRONT-LEFT-CORNER""]","[""IL""]","[""DODGE"", ""HONDA"", ""HYUNDAI""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""ACCENT"", ""PILOT"", ""RAM 1500 PU""]","[""1""]","[""N"", ""S""]","[""1"", ""2"", ""3""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2061923"", ""2061929"", ""2061933""]","[""PASSENGER"", ""PICKUP""]","[""PERSONAL""]","[""2004"", ""2014"", ""2015""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],"[""Y""]","[""Y""]",[],"['21', '30', '39']","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""JOLIET""]","[""2025-10-03T14:27:00.000""]","[""IMPROPER LANE CHANGE"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]","[""HOLY CROSS""]","[""O2163002"", ""O2163003"", ""O2163004""]","[""DRIVER""]","[""EMOTIONAL"", ""NORMAL""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2061923"", ""2061929"", ""2061933""]","[""60433"", ""60629""]","[""CFD 54""]",[],[],[],[],[],2025,10,14,3,False,afternoon,41.8,-87.72,41.8_-87.72,30.0,21,39,OTHER,0
STRAIGHT AND LEVEL,1831,2025-10-03 14:26:00,6,14,10,94B498C58639DF2DE10A0266ABD576A95C3E17CCB6AC4268FCF1FEC658FF6A7BDF3D478DAAFFFC62C9237D156A43323F7EBE1764028F98D1F3D09BD7CFAF2B96,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,REAR END,41.8935209773,DAYLIGHT,-87.6413110815,2,30,FOLLOWING TOO CLOSELY,UNKNOWN,UNKNOWN,FAILING TO REDUCE SPEED TO AVOID CRASH,N,651,NO CONTROLS,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],"[""Y""]","[""2025-10-03T14:26:00.000""]","[""2162890"", ""2162891""]","[""FRONT"", ""REAR""]","[""IL""]","[""ISUZU"", ""LEXUS""]","[""SLOW/STOP IN TRAFFIC""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RX350""]","[""1""]","[""N""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2061801"", ""2061810""]","[""SPORT UTILITY VEHICLE (SUV)"", ""VAN/MINI-VAN""]","[""COMMERCIAL - SINGLE UNIT"", ""UNKNOWN/NA""]","[""2009"", ""2018""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],[],[],[],"[""Y""]","[""Y""]",[],"['27', '65']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:26:00.000""]","[""FOLLOWED TOO CLOSELY"", ""OTHER""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2162890"", ""O2162891""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2061801"", ""2061810""]","[""60642"", ""60654""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.89,-87.64,41.89_-87.64,46.0,27,65,FOLLOWING TOO CLOSELY,0
STRAIGHT AND LEVEL,412,2025-10-03 14:20:00,6,14,10,797255CAD3523D82718A93C929457688561EDAA9991313D18D7781F2FBF59D266AAE96F112D6BE571DF27851CBB99FD583F75FB90C7222663EA23415E790999F,NO INJURY / DRIVE AWAY,"$501 - $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,41.7440512792,DAYLIGHT,-87.5886971566,2,30,FAILING TO YIELD RIGHT-OF-WAY,UNKNOWN,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,E,1445,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]","[""Y""]","[""N"", ""Y""]","[""2025-10-03T14:20:00.000""]","[""2162874"", ""2162875""]","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""IL"", ""MD""]","[""HONDA"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""HR-V"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""1"", ""2""]","[""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2061778"", ""2061788""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2025""]",[],[],"[""N"", ""Y""]",[],[],[],[],[],"[""N"", ""Y""]",[],"[""1""]",[],[],[],[],[],"['8', '80']","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:20:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2162874"", ""O2162875"", ""P477299""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2061778"", ""2061788""]","[""60619""]",[],"[""3""]",[],[],[],[],2025,10,14,3,False,afternoon,41.74,-87.59,41.74_-87.59,44.0,8,80,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,334,2025-10-03 14:15:00,6,14,10,352377EC0031D7B24CEA395142C006821E453036D4A0471A535CD8D795955BCE13AF1658B57D38E3092DA627B36B8D23F939305D3A12F1FE2EC98D1310B70C63,NO INJURY / DRIVE AWAY,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,41.7661952023,DAYLIGHT,-87.562908182,2,30,UNABLE TO DETERMINE,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,7100,TRAFFIC SIGNAL,FOUR WAY,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,1,2,"[""Y""]","[""Y""]",[],"[""2025-10-03T14:15:00.000""]","[""2164753"", ""2164754""]","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""IL""]","[""ACURA"", ""MAZDA""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""MAZDA3"", ""RLX""]","[""1""]","[""S"", ""SE""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2063556"", ""2063557""]","[""PASSENGER""]","[""PERSONAL""]","[""2014"", ""2016""]",[],[],"[""Y""]",[],[],[],[],[],"[""Y""]",[],[],[],[],[],[],[],"['31', '36']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""WHITING""]","[""2025-10-03T14:15:00.000""]","[""IMPROPER LANE CHANGE"", ""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2164753"", ""O2164754""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F""]","[""IL"", ""IN""]","[""2063556"", ""2063557""]","[""46394"", ""60653""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.77,-87.56,41.77_-87.56,33.5,31,36,OTHER,0
STRAIGHT AND LEVEL,235,2025-10-03 14:15:00,6,14,10,E0A16C20896B6519468B7B78C41D5570376961610CBB0BF89249230DD8A59A545C89CDED9C3BFBAA2C1DEC37D9FA5DA5535AD9FC40EAF2D150AB2ABFC27D2768,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.7898390327,DAWN,-87.6050906366,2,10,UNABLE TO DETERMINE,NO DEFECTS,DRY,NOT APPLICABLE,S,5750,NO CONTROLS,DRIVEWAY,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,2,1,[],[],[],"[""2025-10-03T14:15:00.000""]","[""2162949"", ""2162950""]","[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""IL""]","[""CHEVROLET"", ""HONDA""]","[""CHANGING LANES"", ""PARKED""]","[""ACCORD"", ""EQUINOX""]","[""1""]","[""W""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""2061842"", ""2061854""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""NOT IN USE"", ""UNKNOWN/NA""]","[""2022"", ""2023""]",[],[],"[""Y""]",[],[],[],[],[],[],[],"[""1""]",[],[],"[""Y""]",[],[],['35'],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""GLENWOOD""]","[""2025-10-03T14:15:00.000""]","[""OTHER""]","[""UNKNOWN""]",[],[],"[""NONE""]",[],"[""O2162949"", ""P477312""]","[""DRIVER"", ""PASSENGER""]","[""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F""]","[""IL""]","[""2061842"", ""2061854""]","[""60425""]",[],"[""1""]",[],[],[],[],2025,10,14,3,False,afternoon,41.79,-87.61,41.79_-87.61,35.0,35,35,OTHER,1
STRAIGHT AND LEVEL,915,2025-10-03 14:15:00,6,14,10,6FEE90452A145346EB51F0FDD1FDBC4E739C34686A3231E2483E7D76196585F3CC5236E2ECF59112BAF4FAAC09DA134CA5C783A6999A8A47CE64278C9A882958,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,41.8307805501,DAYLIGHT,-87.6426004917,2,30,UNABLE TO DETERMINE,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,3500,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,3,"[""Y""]",[],"[""Y""]","[""2025-10-03T14:15:00.000""]","[""2162839"", ""2162840""]","[""FRONT"", ""SIDE-RIGHT-REAR""]","[""IL""]","[""CHEVROLET"", ""NISSAN""]","[""STRAIGHT AHEAD""]","[""PATHFINDER"", ""VOLT""]","[""1"", ""3""]","[""E"", ""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2062376"", ""2062381""]","[""PASSENGER""]","[""PERSONAL""]","[""2006"", ""2014""]","[""Y""]","[""Y""]","[""Y""]","[""owner""]","[""Y""]",[],[],[],[],[],"[""2""]",[],[],"[""Y""]","[""Y""]","[""personal""]","['32', '40', '66']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""HICAGO""]","[""2025-10-03T14:15:00.000""]","[""FAILED TO YIELD"", ""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]","[""INSIGHT"", ""REFUSED""]","[""O2162839"", ""O2162840"", ""P477437"", ""P477444""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""IL""]","[""2062376"", ""2062381""]","[""60621"", ""60632""]","[""CFD""]","[""3"", ""6""]",[],[],[],"[""35""]",2025,10,14,3,False,afternoon,41.83,-87.64,41.83_-87.64,46.0,32,66,OTHER,1
STRAIGHT AND LEVEL,1524,2025-10-03 14:00:00,6,14,10,F661EF21AED5EBD97AB956197084064428D9015BA04D80B14A4A97A4A93976C923149776BB27580F876A7BB698DDC0FA67CC20E384288C23039DF952BD7C6A7E,NO INJURY / DRIVE AWAY,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,41.8945928037,DAYLIGHT,-87.7578933313,2,30,UNABLE TO DETERMINE,UNKNOWN,DRY,NOT APPLICABLE,N,755,STOP SIGN/FLASHER,ONE-WAY,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,[],[],[],"[""2025-10-03T14:00:00.000""]","[""2163597"", ""2163598""]","[""REAR"", ""UNKNOWN""]","[""IL""]","[""HYUNDAI"", ""SUBARU""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""FORESTER"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""1"", ""2""]","[""N""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2062461"", ""2062462""]","[""PASSENGER""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2007"", ""2025""]",[],[],[],[],[],[],"[""Y""]",[],[],[],"[""1""]",[],[],[],"[""Y""]",[],"['25', '41']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""BELLWOOD"", ""CHICAGO""]","[""2025-10-03T14:00:00.000""]","[""NONE"", ""UNKNOWN""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2163597"", ""O2163598"", ""P477459""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2062461"", ""2062462""]","[""60104"", ""60618"", ""60641""]",[],"[""3""]",[],[],[],[],2025,10,14,3,False,afternoon,41.89,-87.76,41.89_-87.76,33.0,25,41,OTHER,0
STRAIGHT AND LEVEL,1832,2025-10-03 14:00:00,6,14,10,D32841AC16BF1F74D773C92649B5B7E8C549213BDC0346C874C4F37367C3AAE76775BB191E71D61AE2F42C2455A0C084EF06F140FE0FCE73F0BC6BF594FFB763,NO INJURY / DRIVE AWAY,"$501 - $1,500",NO CONTROLS,REAR TO FRONT,41.8941107478,DAYLIGHT,-87.6333556051,2,30,IMPROPER BACKING,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,154,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,[],[],"[""Y""]","[""2025-10-03T14:00:00.000""]","[""2162944"", ""2162945""]","[""FRONT"", ""REAR""]","[""IL""]","[""FORD"", ""HONDA""]","[""BACKING""]","[""CIVIC"", ""F150""]","[""1""]","[""E"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2061852"", ""2061871""]","[""PASSENGER"", ""PICKUP""]","[""OTHER"", ""PERSONAL""]","[""2009"", ""2019""]",[],[],"[""Y""]",[],[],[],[],[],[],[],[],[],"[""Y""]",[],[],[],"['29', '61']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""SAINT CHARLES""]","[""2025-10-03T14:00:00.000""]","[""IMPROPER BACKING"", ""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2162944"", ""O2162945""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""M""]","[""IL""]","[""2061852"", ""2061871""]","[""60174"", ""60625""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.89,-87.63,41.89_-87.63,45.0,29,61,OTHER,0
STRAIGHT AND LEVEL,512,2025-10-03 14:00:00,6,14,10,A16B0B44A006136AC27D30630B4B81A00D0172766BCAF1C296348B5FC59CA71FE356409A0912C103F20D1C9E360689F2BF9FD34769C4970AD7AF716B4FD09022,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,ANGLE,41.7044782318,DAYLIGHT,-87.6283346362,2,25,UNABLE TO DETERMINE,NO DEFECTS,DRY,NOT APPLICABLE,W,200,STOP SIGN/FLASHER,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,1,"[""Y""]",[],"[""Y""]","[""2025-10-03T14:00:00.000""]","[""2163108"", ""2163109""]","[""FRONT"", ""REAR-LEFT-CORNER""]","[""IL""]","[""CHEVROLET"", ""FORD""]","[""STRAIGHT AHEAD"", ""UNKNOWN/NA""]","[""F150"", ""IMPALA""]","[""1"", ""2""]","[""S"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2062004"", ""2062016""]","[""PASSENGER"", ""PICKUP""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2007"", ""2020""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],"[""1""]","[""Y""]",[],[],"[""Y""]",[],['58'],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-03T14:00:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]","[""D""]","[""IL"", ""XX""]","[""NONE""]",[],"[""O2163108"", ""O2163109"", ""P477357""]","[""DRIVER"", ""PASSENGER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M"", ""X""]","[""IL""]","[""2062004"", ""2062016""]","[""60610""]",[],"[""3""]",[],[],[],[],2025,10,14,3,False,afternoon,41.7,-87.63,41.7_-87.63,58.0,58,58,OTHER,0
STRAIGHT AND LEVEL,1733,2025-10-03 14:00:00,6,14,10,7C52E3051DBE3E24340FAA5F6B3076837DEC3AF2508C8AEB5CBDFB4EB28260927F36CEA62E524310EF043839CE3271C9CDA8C60B44B97B1DBF24A0EB800D782F,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,41.9467332402,DAYLIGHT,-87.7087935679,2,30,IMPROPER OVERTAKING/PASSING,UNKNOWN,DRY,NOT APPLICABLE,W,3224,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,1.0,0.0,1.0,0.0,1.0,1,1,"[""Y""]","[""Y""]",[],"[""2025-10-03T14:00:00.000""]","[""2162851"", ""2162852""]","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""IL""]","[""MIDAS INTERNATIONAL CORPORATION"", ""UNKNOWN""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""MIDAS INTERNATIONAL CORP."", ""MOTORIZED""]","[""1""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2061754"", ""2061762""]","[""PASSENGER""]","[""CONSTRUCTION/MAINTENANCE"", ""UNKNOWN/NA""]","[""2013""]",[],[],"[""Y""]",[],[],[],[],"[""Y""]","[""Y""]",[],[],"[""Y""]",[],[],[],[],['32'],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""BELOIT""]","[""2025-10-03T14:00:00.000""]","[""IMPROPER PASSING"", ""NONE""]","[""UNKNOWN""]","[""D""]","[""WI""]","[""NONE""]",[],"[""O2162851"", ""O2162852""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M""]","[""WI""]","[""2061754"", ""2061762""]","[""53511""]",[],[],[],[],[],[],2025,10,14,3,False,afternoon,41.95,-87.71,41.95_-87.71,32.0,32,32,OTHER,0
