alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,date_police_notified,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,report_type,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_name,street_no,traffic_control_device,trafficway_type,weather_condition,intersection_related_i,crash_date_est_i,private_property_i,statements_taken_i,photos_taken_i,work_zone_i,veh_count,ppl_count,location_json,veh_first_contact_point_list_json,veh_maneuver_list_json,veh_towed_i_list_json,veh_travel_direction_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,ppl_person_type_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_seat_no_list_json
STRAIGHT AND LEVEL,2213,2025-09-21T00:10:00.000,1,0,9,9127db7749bbd9e8236ca85785057e5b751279931fc9902b88edba7f4981c240a2ac4e08ad3be8f6a9e481068aacb5be19f4c8f1af97d7b06c3d4a07ddfe10a1,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T00:17:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.7143194189,"DARKNESS, LIGHTED ROAD",-87.6599557233,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,BEVERLY AVE,9854,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.659955723273, 41.714319418878], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""SIDE-LEFT-REAR""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""Y""]","[""S""]","[""DRIVER"", ""PARKED""]","[""NONE""]","[""PERSONAL""]","[""2015"", ""2016""]","[""50""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,912,2025-09-21T00:17:00.000,1,0,9,f69177415d0eb4e6dae07450ee6f3b13d27b70b19aacaa4321eeb433cb3c0ee0e75f674258490364931ffdd5592b606f115b3b9b8f0178bfecd637fa7b59936f,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T00:18:00.000,NO CONTROLS,FIXED OBJECT,,0,0,0,1,0,1,0,41.8306296145,"DARKNESS, LIGHTED ROAD",-87.6642469034,NONINCAPACITATING INJURY,1,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,ON SCENE,UNKNOWN,DRY,UNABLE TO DETERMINE,W,35TH ST,1528,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,1,1,"{""coordinates"": [-87.664246903355, 41.830629614514], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER""]","[""STRAIGHT AHEAD""]","[""Y""]","[""W""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2023""]","[""22""]","[""DEPLOYED, COMBINATION""]","[""NONE""]","[""NONINCAPACITATING INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""F""]",[]
STRAIGHT AND LEVEL,1111,2025-09-21T00:20:00.000,1,0,9,8f31a858faa52db2ba220483169efa4f045ce4d3e3b73aa24806f670cedad1b6a137b301e879f2cc41eec79f395e1b416c5bf3588627c32a17dc2bc2659bf92d,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T00:23:00.000,UNKNOWN,SIDESWIPE SAME DIRECTION,,0,0,1,1,4,5,0,41.8991094792,"DARKNESS, LIGHTED ROAD",-87.7263425919,NONINCAPACITATING INJURY,3,30,FAILING TO REDUCE SPEED TO AVOID CRASH,ON SCENE,UNKNOWN,DRY,NOT APPLICABLE,N,PULASKI RD,1000,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,Y,,,,,,3,6,"{""coordinates"": [-87.726342591907, 41.899109479205], ""type"": ""Point""}","[""FRONT"", ""FRONT-RIGHT-CORNER""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""Y""]","[""N"", ""S""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2013"", ""2017""]","[""17"", ""44"", ""50""]","[""DEPLOYED, SIDE"", ""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY"", ""REPORTED, NOT EVIDENT""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""F"", ""M"", ""X""]","[""3"", ""6""]"
STRAIGHT AND LEVEL,621,2025-09-21T00:21:00.000,1,0,9,ae5d0475c0b740294f86cf2b20128a1135b5394f837bc221a678e82690734e0d8624726d0ff43d6daa0cd891dea22f56bbcb49a2bdc8d78f60d25b244a5492c8,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,2025-09-21T00:21:00.000,FUNCTIONING PROPERLY,PEDESTRIAN,,0,0,0,2,1,3,0,41.7505338174,"DARKNESS, LIGHTED ROAD",-87.6439792279,NONINCAPACITATING INJURY,2,30,NOT APPLICABLE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,79TH ST,799,TRAFFIC SIGNAL,CENTER TURN LANE,CLEAR,Y,,,Y,Y,,2,3,"{""coordinates"": [-87.643979227938, 41.750533817426], ""type"": ""Point""}","[""NONE""]","[""TURNING LEFT""]",[],"[""E""]","[""DRIVER"", ""PEDESTRIAN""]","[""NONE""]","[""POLICE""]","[""2021""]","[""21"", ""33"", ""36""]","[""NOT APPLICABLE""]","[""NONE""]","[""NONINCAPACITATING INJURY"", ""REPORTED, NOT EVIDENT""]","[""DRIVER"", ""PASSENGER"", ""PEDESTRIAN""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,1014,2025-09-21T00:28:00.000,1,0,9,aa976286e0ea76d127d010ddc215a26823ac7af3417568995c1fc8584e650c4b329015d94fb0d1578fd9779f7fbfbb96f7db6d4ec135526fb2abc56f8fe8043f,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T00:28:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,,0,1,2,0,0,1,0,41.8556672291,"DARKNESS, LIGHTED ROAD",-87.7237651031,INCAPACITATING INJURY,3,25,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,NO DEFECTS,DRY,FAILING TO YIELD RIGHT-OF-WAY,S,HARDING AVE,1846,NO CONTROLS,ONE-WAY,CLEAR,,,,,,,3,3,"{""coordinates"": [-87.723765103135, 41.855667229057], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER"", ""REAR""]","[""PARKED"", ""STARTING IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""Y""]","[""N"", ""S""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL""]","[""2001"", ""2009"", ""2014""]","[""21"", ""30"", ""33""]","[""DEPLOYED, FRONT"", ""DID NOT DEPLOY""]","[""NONE""]","[""INCAPACITATING INJURY"", ""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,234,2025-09-21T00:30:00.000,1,0,9,5e3af1a414db77ccb0797b0900d8c57221d16e414e9f79768e76506724c55ca28dcf411c60443c2d139ab78043106b9e4e2821e3c1fc112968c51ed1cb1f5037,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-22T11:00:00.000,UNKNOWN,SIDESWIPE SAME DIRECTION,Y,0,0,2,0,0,0,0,41.8024704203,UNKNOWN,-87.5817779276,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,S,LAKE SHORE DR SB,5100,NO CONTROLS,NOT DIVIDED,UNKNOWN,,,,,,,2,2,"{""coordinates"": [-87.581777927646, 41.802470420281], ""type"": ""Point""}","[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2020""]","[""38""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F""]",[]
STRAIGHT AND LEVEL,632,2025-09-21T00:30:00.000,1,0,9,f7fa39f6089f0f9e2ddb841d60cb4b21356e07d3a8ff034aceb2c68da957a262992f73229fa90eb3e7cff806d33fb76132d907b82b69381adbdc598e0961e261,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-21T00:30:00.000,FUNCTIONING PROPERLY,REAR END,N,0,0,4,0,0,0,0,41.7383698914,DARKNESS,-87.6050189968,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,NOT APPLICABLE,S,COTTAGE GROVE AVE,8600,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,,,,,,,2,4,"{""coordinates"": [-87.605018996828, 41.738369891427], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER""]","[""OTHER""]","[""PERSONAL"", ""TOW TRUCK""]","[""2014"", ""2015""]","[""31""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""2"", ""4""]"
STRAIGHT AND LEVEL,432,2025-09-21T00:34:00.000,1,0,9,6cc507d5dfb9eade4b390715f7ab73e11489e26ceedf625bd914644966c88a4ebbb51e7500027b092151960ef33075d900645b0879089607873a72f6f9148036,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T00:34:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,0,4,0,4,0,41.7112667219,"DARKNESS, LIGHTED ROAD",-87.5378437937,NONINCAPACITATING INJURY,4,15,PHYSICAL CONDITION OF DRIVER,,UNKNOWN,DRY,PHYSICAL CONDITION OF DRIVER,S,AVENUE M,10122,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,4,4,"{""coordinates"": [-87.537843793736, 41.71126672186], ""type"": ""Point""}","[""FRONT"", ""FRONT-LEFT-CORNER"", ""SIDE-LEFT""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""Y""]","[""N"", ""S""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2013"", ""2015"", ""2016"", ""2020""]","[""18"", ""20"", ""22""]","[""DEPLOYED, COMBINATION""]","[""NONE"", ""TRAPPED/EXTRICATED""]","[""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""M""]","[""3"", ""4"", ""6""]"
STRAIGHT AND LEVEL,815,2025-09-21T00:35:00.000,1,0,9,25fc20cc92cc813a9ea817d2eaa88d251163eb2b186f12d3082051ef95bccd603761e5e760319f28b736dffa5af952eec9fcc273f3d47e5b75cab15f5cb19fea,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-21T00:45:00.000,FUNCTIONING PROPERLY,REAR END,Y,0,0,2,0,0,0,0,41.8077519558,"DARKNESS, LIGHTED ROAD",-87.7258823749,NO INDICATION OF INJURY,2,35,FOLLOWING TOO CLOSELY,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,S,KARLOV AVE,4701,STOP SIGN/FLASHER,ONE-WAY,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.725882374879, 41.807751955788], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2025""]","[""32""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F""]",[]
STRAIGHT AND LEVEL,1024,2025-09-21T00:40:00.000,1,0,9,699e79c405373776f7d18a9ec69ff5f22cccca44338eb84459dcd0b6889f95fb0d3fe9d40a70e3d91e4fc8485f1945a631b7d6e6c1624cdb628421ff8a9c7f7c,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T00:41:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,1,0,1,0,41.851834234,"DARKNESS, LIGHTED ROAD",-87.7087619337,NONINCAPACITATING INJURY,3,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,CERMAK RD,3324,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,3,2,"{""coordinates"": [-87.708761933682, 41.85183423404], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR"", ""REAR-LEFT-CORNER""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""Y""]","[""UNKNOWN"", ""W""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""UNKNOWN/NA""]","[""1999"", ""2008"", ""2017""]","[""33"", ""48""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT NOT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,1214,2025-09-21T00:45:00.000,1,0,9,6fae50f5f0ebe0c2e38c0d55e2fe2baaf14940a79129baf515d7bb633f607614f6446cc87f64bae73dcd3593d83f02044edaaad754abef181087ad5b23515394,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-21T02:38:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,,0,0,3,0,0,0,0,41.8865103797,"DARKNESS, LIGHTED ROAD",-87.6473504925,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,IMPROPER OVERTAKING/PASSING,N,HALSTED ST,225,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,3,"{""coordinates"": [-87.647350492452, 41.886510379661], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""LEAVING TRAFFIC LANE TO PARK"", ""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2020"", ""2022""]","[""29"", ""32""]","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""NONE PRESENT""]","[""F"", ""M""]","[""3""]"
"CURVE, LEVEL",2422,2025-09-21T00:50:00.000,1,0,9,650d764a29bf165c64fb521f05b555d51d157793fc054ae2d288da5c3aef174d722eada02d5dbde36e7527872042a2506be026966542683ef3f083b32f6edef2,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T00:56:00.000,UNKNOWN,FIXED OBJECT,Y,0,0,1,0,0,0,0,42.0226518702,DARKNESS,-87.6663073503,NO INDICATION OF INJURY,1,25,UNABLE TO DETERMINE,,UNKNOWN,WET,UNABLE TO DETERMINE,N,SHERIDAN RD,7758,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN (NOT RAISED),RAIN,,Y,,,,,1,1,"{""coordinates"": [-87.666307350337, 42.022651870249], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER""]","[""UNKNOWN/NA""]","[""Y""]","[""S""]","[""DRIVER""]","[""UNKNOWN""]","[""UNKNOWN/NA""]","[""2021""]",[],"[""DEPLOYED, COMBINATION""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,2033,2025-09-21T00:50:00.000,1,0,9,d7fc82d796b6fcb328c64ddfb5438081ebcdd05ac05f94e1e76005cfdf7aa7c67e7f778038283b5018235bb7ea8190ad48c9f32ef5560ede95b4559342a51752,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-21T01:01:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,2,0,0,0,0,41.9704890768,"DARKNESS, LIGHTED ROAD",-87.6612295575,NO INDICATION OF INJURY,3,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,WET,UNABLE TO DETERMINE,N,MAGNOLIA AVE,4850,NO CONTROLS,NOT DIVIDED,RAIN,,,,,,,3,2,"{""coordinates"": [-87.661229557477, 41.970489076821], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""PARKED"", ""STRAIGHT AHEAD""]",[],"[""S""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2009"", ""2012"", ""2017""]","[""43"", ""48""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,1225,2025-09-21T01:00:00.000,1,1,9,44e747c3782ba5e894fc87ffbbeeee22f82faa5923b9f1eed356c58d11037d23b2259539bb95c401a3be374371f70f3e64918bcc32c52af5f421ff7358b0e287,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-21T08:45:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.8786126179,UNKNOWN,-87.6784526888,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,ADAMS ST,2047,NO CONTROLS,NOT DIVIDED,UNKNOWN,,Y,,,,,2,1,"{""coordinates"": [-87.678452688766, 41.87861261788], ""type"": ""Point""}","[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""E"", ""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2025""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,825,2025-09-21T01:00:00.000,1,1,9,a46e71a6ddc78838c38209e4578068fbbfdcb441739aac54ce3d63717a6c1cf02ea5f174c7893e4c7b40a8f868552794f4780d70ba16e1e5c5d5ef3fe2a36bf2,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-23T10:00:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.7778692637,DARKNESS,-87.6834591156,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,S,WESTERN AVE,6343,NO CONTROLS,PARKING LOT,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.683459115577, 41.777869263705], ""type"": ""Point""}","[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""ENTERING TRAFFIC LANE FROM PARKING"", ""PARKED""]",[],"[""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""NONE""]","[""PERSONAL""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""F""]",[]
STRAIGHT AND LEVEL,1811,2025-09-21T01:00:00.000,1,1,9,fa46b590723d1267d48c038b7ff13973e8d9353ce91f905505ec867234ca7a7be33be3b22ec0a17d94f65085003da4af7c69c21c85cab5e19b53977f9259efa7,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-21T16:20:00.000,UNKNOWN,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.9148257868,"DARKNESS, LIGHTED ROAD",-87.6533999838,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),UNKNOWN,UNKNOWN,UNABLE TO DETERMINE,N,SHEFFIELD AVE,1830,UNKNOWN,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.653399983824, 41.914825786784], ""type"": ""Point""}","[""SIDE-LEFT"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""NOT IN USE"", ""UNKNOWN/NA""]","[""2016""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,1424,2025-09-21T01:04:00.000,1,1,9,bf8144af641b95b41141998652d4dc7f35b4be72183ffec8da592cd254231d49a39bcd010af9bf316df51d117b7170ea4d1f388e6f11ee9449511011d221893f,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-21T01:04:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,3,0,0,0,0,41.9079522479,DARKNESS,-87.6772492379,NO INDICATION OF INJURY,3,20,FAILING TO REDUCE SPEED TO AVOID CRASH,ON SCENE,NO DEFECTS,WET,UNABLE TO DETERMINE,N,DAMEN AVE,1425,NO CONTROLS,NOT DIVIDED,RAIN,,,,N,,,3,3,"{""coordinates"": [-87.677249237888, 41.907952247911], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR"", ""REAR-LEFT-CORNER""]","[""PARKED"", ""STRAIGHT AHEAD""]",[],"[""N""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2012"", ""2013"", ""2015""]","[""22"", ""23"", ""4""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""12"", ""3""]"
STRAIGHT AND LEVEL,1225,2025-09-21T01:09:00.000,1,1,9,f1bba7149c3f3706b73814b2ae3d788cc8036a68a670dfe9e384c413df17e2757ad0436074307f5c2896ffa868257c80922ea69b0ca7d7fd2800c9a8e30ac45f,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T01:13:00.000,FUNCTIONING PROPERLY,FIXED OBJECT,,0,0,2,0,0,0,0,41.8667583434,"DARKNESS, LIGHTED ROAD",-87.6834698385,NO INDICATION OF INJURY,1,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,ROOSEVELT RD,2260,TRAFFIC SIGNAL,FOUR WAY,CLEAR,,,,,,,1,2,"{""coordinates"": [-87.683469838532, 41.866758343433], ""type"": ""Point""}","[""FRONT""]","[""STRAIGHT AHEAD""]","[""Y""]","[""W""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2011""]","[""0"", ""46""]","[""DEPLOYED, FRONT"", ""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""M"", ""X""]","[""3""]"
STRAIGHT AND LEVEL,1031,2025-09-21T01:12:00.000,1,1,9,6144977f69dcc95f4ee03099303be3c1fc4adb713476344737e1f49db8348b93ccc97bc197a65eaa15f2e22c46c6566ac8178652f5e03d0d39f8609893e21f4b,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-21T01:12:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.8359171808,"DARKNESS, LIGHTED ROAD",-87.7192982405,NO INDICATION OF INJURY,4,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,WET,UNABLE TO DETERMINE,S,HAMLIN AVE,3135,NO CONTROLS,ONE-WAY,RAIN,,,,,,,4,1,"{""coordinates"": [-87.719298240464, 41.835917180795], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER"", ""REAR"", ""SIDE-LEFT""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""S"", ""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""1998"", ""2017""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,1112,2025-09-21T01:16:00.000,1,1,9,36176244207341f5a13d6a4ec13e71ccf8a8d342cce8fe9fb0e6a5d8ef027f751cb452154df213ba456bb9b61a7dba0c580495ee6474242a0d84c261fb9a1edb,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-21T01:20:00.000,FUNCTIONING PROPERLY,ANGLE,,0,0,3,0,0,0,0,41.9026072813,"DARKNESS, LIGHTED ROAD",-87.72091259,NO INDICATION OF INJURY,2,35,DISREGARDING TRAFFIC SIGNALS,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,DIVISION ST,3749,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,3,"{""coordinates"": [-87.720912590023, 41.90260728126], ""type"": ""Point""}","[""FRONT"", ""SIDE-LEFT-REAR""]","[""STRAIGHT AHEAD""]","[""Y""]","[""E"", ""S""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2017"", ""2022""]","[""31"", ""37"", ""44""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
